,gallery,title,content,date,keyword,searchMode,disaster
88,일본여행 - 관동이외,오 지진 ㅋㅋㅋ,오사카 북부에 3짜리 작은 지진에 5짜리 큰지진 ㄷㄷ - dc official App,2024-11-26 22:53:00,지진,accuracy,
89,역학,화기운 다가오니깐 지진터지네,"캘리포니아 지진 불의고리 사오미년에 폭발하나봄 내가 저번에도 글 적었지만 이번 화기운은 긍정적인 그런면보다는 화기운의 부정적인 속성이 강할꺼다 전쟁, 지진, 테러, 폭염, 태양풍 이런거...",2024-12-06 10:32:00,지진,accuracy,
90,원피스 버닝블러드,일본에서 지진 마그마가 가장 공포스러운 존재임,세계에서 가장 지진이 많은 일본 세계에서 활화산 최상위급 모여 있는 일본 난카이대지진과 후지산대폭발은 일본인에게 가장 무서운 자연재해 이 점에서 마그마는 최강의 열매급 맞다.,2024-11-01 21:48:00,지진,accuracy,
91,백악관,[속보] 캘리포니아 북부 해역에서 7.0 지진,"6일 오전 3시 44분 16초(한국시간) 미국 캘리포니아 포츄나 서남서쪽 108km 해역에서 규모 7.0의 지진이 발생했다고 기상청이 외국 관측 기관 등을 인용해 전했다. 진앙은 북위 40.30도, 서경 125.38도이며 지진...",2024-12-06 04:15:00,지진,accuracy,
92,역학,내일 일본에 지진 날 수도 있으려나,더 가깝네 진해 원진도 들어있고 2011년 3월 11일도 올해 초 2024년 1월 1일도 목이 금에 해를 입던 시간에 지진이 일어났던데 다른 큰지진들도 다 위 경우는 아니였지만 어쨋든 물상적으로는 연관성이 있을지도,2024-11-06 21:52:00,지진,accuracy,
93,지진,지진운과 지진(자기장) GPT 답변,"자기장과 지진운의 형성 관계에 대한 가능성은 흥미로운 주제입니다. 일부 연구자들은 지진 발생 전에 지구의 자기장이 변동할 수 있으며, 이러한 변동이 대기 중에서 다양한 현상을 유발할 가능성을 제기...",2024-08-13 15:36:00,지진,accuracy,
94,군사,이란지진 헛소리라는 념글이 헛소리인 이유,"반박 원글 : https://gall.dcinside.com/mgallery/board/view/?id=war&no=4092644 ""이란지진은 S파 나왔으니 자연지진이다""는 념글은 헛소리임 - 군사 마이너 갤러리 https://gall.dcinside.com/war/4090671...",2024-10-09 02:17:00,지진,accuracy,
96,무출산,"속보)러 동부, 24시간 내 진도 9.0 지진 경고",러 캄차카서 지진 후 화산 폭발...24시간 내 9.0 지진 경고 러시아 극동 캄차카반도 앞바다에서 규모 7.0의 지진이 발생한 후 시벨루치 화산이 폭발해 화산재 기둥이 8㎞ 높이까지 치솟았으며 항공기 운항 금지...,2024-08-19 11:50:00,지진,accuracy,
97,지진,[국내] 전북 정읍시에서 지진,"종합정보 www.weather.go.kr 11월 28일 0시 36분 11초 경, 전북 정읍시 남남서쪽 7km 지역에서 지진이 있었음 지진의 규모는 2.5, 최대진도는 IV(4)이며, 진원의 깊이는 12km임 <각지의 진도 분포> (진도 II 이상...",2024-11-28 00:55:00,지진,accuracy,
98,포켓몬 랭크배틀,망나뇽이 쓰는 기술중에 지진이랑 이펙트 비슷한거 뭐있음?,미러전했는데 나는 유튜브보면서 대강하고 있긴했음 근데 나 진짜 테라도 안했는데 상대 망나뇽이 지진같은 이펙트 기술 때리고 내가 맞았는데 뭐임? 나는 기술이름 지진으로 봤는데 아무리 그래도 핵이나 오류로...,2024-10-08 17:16:00,지진,accuracy,
99,로아온,도끼 협카하고 지진나오는거 피하고 카운터,딴건 다하겠는데 첨에 엑스모양으로 찍고 만세하면 협카 그다음 공격하고 파란장판 나오고 지진 카운터 이거 지진 스페로 씹으면 어디로 모이는거야? 애들 막 사방으로 난리나서 잘터지는데,2024-11-11 19:10:00,지진,accuracy,
100,기타 국내 드라마,"중국, 초대형 지진 우려 커져…지진경보망 구축·재난 대비","https://n.news.naver.com/article/422/0000677104?sid=104 중국, 초대형 지진 우려 커져…지진경보망 구축·재난 대비 최근 일본과 대만 등 환태평양 조산대 일대에서 큰 지진이 발생하면서 긴장감이 높아지고...",2024-08-19 02:30:00,지진,accuracy,
101,더불어민주당,[속보]기상청 “북한 자강도 용림 동북동쪽서 규모 3.9 자연지진”,news_media_pc&type=breakingnews [속보]기상청 “북한 자강도 용림 동북동쪽서 규모 3.9 자연지진” 북한 자강도 용림 동북동쪽 7㎞ 지역에서 19일 오후 7시41분 규모 3.9의 지진이 발생했다. 기상청은 이날...,2024-09-19 21:06:00,지진,accuracy,
102,위고비,근데 난 금방 배부르거나 맛없다고 느껴지진 않는거같은데,다른사람들 후기랑 다르게 난 딱히 금방 배부르거나 맛없다고 느껴지진 않던데 근데 식욕이 별로 안생김 << 이건 맞는거같음 맛있는게 있어도 딱히 막 먹어야겠다 라는 생각이 이젠 안들어 but 일단 입에 넣으면...,2024-11-13 22:57:00,지진,accuracy,
103,글로벌 정치,(정보)태풍과 지진은 19세기 말부터 나타난 현상,"태풍과 지진은 19세기 말부터 나타난 현상이다라고 누누이 말해도 알아 듣지를 못하노,, 그전에는 태풍 지진은 지구상 그어디에도 없었다.. 태풍이 90도로 꺾여서 진행하는 이상한 현상들을 최근 보고서도 이상...",2024-10-07 11:39:00,지진,accuracy,
104,글로벌 정치,[속보] 튀르키예 동부에 또 다시 규모 5.9 지진,https://v.daum.net/v/20241016171039985 [속보] 튀르키예 동부에 또 다시 규모 5.9 지진 현지시간 16일 튀르키예 동남부 내륙에서 규모 5.9의 지진이 발생했습니다. 로이터에 따르면 유럽 지중해 지진센터(ESMC...,2024-10-16 20:51:00,지진,accuracy,
105,포켓몬 불가사의던전,지진쓰면 비행타입도 맞나요?,그란돈 지진 들고 썬더 망나뇽쓰는 중인데 그란돈 지진에 썬더가 90넘게 깠였던건 제가 잘못본걸까요? 망나뇽은 지진써도 데미지 0이던데요? 비행타입은 땅타입 안맞는거 맞나요?,2024-10-28 22:35:00,지진,accuracy,
106,일본 지진,이바라키현 앞바다 지진,"지진 발생 당시 실시간 유튜브 방송 화면 気象庁｜統合地図ページ 気象庁｜統合地図ページ www.jma.go.jp 11월 1일 오후 11시 16분 경, 이바라키현 앞바다(정확히는 치바현 북동부 인접 지역)에서 지진이 있었음...",2024-11-01 23:29:00,지진,accuracy,
107,대체역사,만약에 한반도가 고조선 이전부터 자연적으로 지진이 심했으면,사회가 어떻게 변했을까? 물론 후일 변수도 고려해야 할 게 많다는건 알고 있는데 문뜩 지진때문에 목조가옥 발달한 나라들이 많았다는 점 고려하면 한반도에 지진을 계속 빈발하게 설정해놓으면 역사가 어떻게...,2024-11-19 06:48:00,지진,accuracy,
108,서울미디어뉴스,"與 부안 지진에 ""최악의 사태 염두한 지진 대책 세워야""","미디어뉴스] 양혜나 기자 = 국민의힘 정점식 정책위의장은 13일 전날 오전 전북 부안에서 규모 4.8의 지진이 발생한 데 대해 ""학계에서는 한반도에서 발생할 수 있는 지진 최대 규모를 6.5~7.0까지 보고 있는...",2024-06-13 16:16:00,지진,accuracy,
109,군사,아르메니아 연구진은 최근 이란지진이 인공적인 폭발로 보는 중,아르메니아 역 어젯밤 이란에서 발생한 리히터 규모 4.6 지진 사건을 포착했습니다 아르메니아 연구원들에 따르면 지진 압축파가 없기 때문에 지진보다는 폭발과 더 일치하는 사건이 발생합니다. 첫 번째 이미지...,2024-10-07 09:01:00,지진,accuracy,
111,기타 국내 드라마,미 캘리포니아 북부해안 규모 7.0 지진후 여진 계속…‘비상사태’ 선포,https://n.news.naver.com/article/056/0011852555?sid=104 미 캘리포니아 북부해안 규모 7.0 지진후 여진 계속…‘비상사태’ 선포 미국 캘리포니아주 북부 해안에서 현지 시각으로 5일 오전 7.0 규모의 지진이...,2024-12-06 13:28:00,지진,accuracy,
112,국내야구,개추시 전라도 지진으로 전부 파괴,전라도 부분만 지진으로 전부 사망 이새끼들만 없어도 최소 대깨찢 절반은 사망임 상경한 홍어들도 문제,2024-12-06 13:25:00,지진,accuracy,
113,국내야구,부안 지진이후 정말 큰 지진 오는 이유,6월 12일에 4.8지진만 기억하는데 3월달에 미소지진 1.2가 터짐 이곳이 종교인들 십승지중에 하나라서 이때 지진났는데도 지진 절대안나는 성지이미지 때문에 묻힘 그리고 6월 12일 4.8강진이 터짐 그리고 하루에...,2024-06-17 06:07:00,지진,accuracy,
114,도시,부인 지진이후 정말 큰 지진 오는 이유,6월 12일에 4.8지진만 기억하는데 3월달에 미소지진 1.2가 터짐 이곳이 종교인들 십승지중에 하나라서 이때 지진났는데도 지진 절대안나는 성지이미지 때문에 묻힘 그리고 6월 12일 4.8강진이 터짐 그리고 하루에...,2024-06-17 05:49:00,지진,accuracy,
115,군사,ㄱㅇㄱ) 서울은 지진 날 확률 많이 적어?,"한국이 원래 지형상 지진이 적은 나라기도 하고, 다른 지역들은 그래도 아주가끔씩 지진 생기는데 서울은 진도 큰 지진은 한번도 없었잖아 그래서 서울은 안전지역이구나~ 생각해왔는데 최근에 인터넷 찾아보니까...",2024-09-09 02:22:00,지진,accuracy,
116,패스 오브 엑자일 2,타이탄 스킬중에 앞으로 지진같은거 나가는 스킬 뭐임?,액트1 끝내서 유튜브 보는데 타이탄 하는거 보면 중간에 지진강타 마냥 땅에서 올라오는걸 직진으로 쏘는 스킬 있던데 뭐임? 보조젬으로 한건가?,2024-12-08 17:36:00,지진,accuracy,
117,기타 국내 드라마,일본 기상청 미야자키 지진에 “거대 난카이 지진 주의” 첫 당부,https://n.news.naver.com/article/437/0000405400?sid=104 일본 기상청 미야자키 지진에 “거대 난카이 지진 주의” 첫 당부 일본 정부가 처음으로 '난카이 대지진'으로 불리는 거대 지진에 주의해달라고 당부...,2024-08-08 20:10:00,지진,accuracy,
120,도시,부안 지진이후 정말 큰 지진 오는 이유 오타때문에 다시쓴다,6월 12일에 4.8지진만 기억하는데 3월달에 미소지진 1.2가 터짐 이곳이 종교인들 십승지중에 하나라서 이때 지진났는데도 지진 절대안나는 성지이미지 때문에 묻힘 그리고 6월 12일 4.8강진이 터짐 그리고 하루에...,2024-06-17 06:06:00,지진,accuracy,
122,러시아-우크라이나,"美 LA서 규모 4.4 지진…""LA 전역서 수백만명 진동 느껴져""","지난 6일 규모 5.3 이후 6일만…""지진 잦은 지역 거주·항상 대비 상기"" 12일 낮 12시 20분께(현지시간) 미국 캘리포니아주 로스앤젤레스(LA) 카운티 내에서 규모 4.4의 지진이 발생했다고 미국 지질조사국(USGS...",2024-08-13 13:04:00,지진,accuracy,
123,더불어민주당,"기상청 ""북한 자강도 용림 동북동쪽서 3.9 지진…자연지진""","https://n.news.naver.com/article/001/0014937142 기상청 ""북한 자강도 용림 동북동쪽서 3.9 지진…자연지진"" 19일 오후 7시 41분 18초 북한 자강도 용림 동북동쪽 7km 지역에서 규모 3.9의 지진이 발생했다고...",2024-09-19 20:28:00,지진,accuracy,
125,영양제,본인 운동부인데 이런 영양제는 없겠지…??,운동부인데 긴장을 많이하면 몸이 확 굳어버림 멘탈이 약한편이고 평소에 불안감도 많은편인데 이런게 영양제를 먹는다고 좋아지진 않겠지??,2024-12-09 15:31:00,지진,latest,
126,클래시 로얄 리그(CRL),상위권으로 갈수록 스펠뎀으로 이기는구나,올라오면서 ㅈ같은카드들 많이보면서 와서 서로 우주수비하면서 지진이나 다른스펠로 타워딜넣으면서 서든데스까지 끌고가서 이기는판이 대다수네,2024-12-09 15:30:00,지진,latest,
127,패스 오브 엑자일,이 게임에서 단일딜 제일 쎈 건 타이탄임,"패시브서 여진 확률 60퍼 챙기기 가능 젬스펙 깡계수 1720퍼(14랩 기준, 나중엔 1900퍼 가까이 예상) 지진 함성으로 여진 1회 추가 가능 무조건 명중 무려 시전시간과 쿨타임이 존재해서 새로운 활력 젬으로 2번...",2024-12-09 15:26:00,지진,latest,
128,포켓몬스터,망나뇽 << 어떻게 디메리트없는 최고위력기가 지진,다이맥스 테라스탈 없으면 주력기가 없음.. - dc official App,2024-12-09 15:22:00,지진,latest,
129,바람의나라 클래식,근데 부속성 늘린다해도 글케 상황 좋아지진않을거같은데,부속성 다나오면몰라 두개나오고 정원 200명되면 지금이랑비슷할걸?,2024-12-09 15:14:00,지진,latest,
130,퓨처스리그,개원호 유일한 업적 2지진,될뻔했는데 노지진 병신이 그때 마침 똥지려서 무산되버린,2024-12-09 15:13:00,지진,latest,
131,숲인방,난 극대녀 마크서버열어주는거 고마움,극1서버때극대녀 투냥츠 버살 극대녀 한세긴 손절 극대녀 서버인질극 극대녀 지진이와 계집싸움 시즌2때 극대녀 코코양 텔포살인 ㄷㄷ 시발 이게 도파민이였지,2024-12-09 15:01:00,지진,latest,
132,스텔라이브,사실 노다비는 현상백한테 달렸긴함,노다비가 오승철 스파이 해온거 현상백이 받아주면 일단 일 벌이지진않아서 내부 징계로 끝날일이긴한데 ㅋㅋㅋㅋㅋ,2024-12-09 15:00:00,지진,latest,
133,패스 오브 엑자일 2,격노하는 함성,지진함성에 격노하는 함성넣고 했는데 왜 격노 안차는지 아시는분 위세조건 맞춰도 안됨 근데 지옥불 함성에 넣고 쓰면 작동됨 뭐지대체 버근가,2024-12-09 14:54:00,지진,latest,
137,미스터리,지진 발생,https://youtu.be/YGIEHlQb1K8?si=oP86Ng4HvxCT-1pR - dc official App,2024-12-09 14:45:00,지진,latest,
138,인터넷방송,씨나인) 예비 묻으면 망한다더니,그렇다고 철구가 잘했다는 말은 아냐 철구의 잘못으로 망하든 말든 방갤이든 가축이든 욕하고 까는건 그러려니 하는데 한낱 여캠나부랭이가 흔들어서 크루 지진나고 철구 욕처먹는건 그건 또 싫어 왐마 쓰벌것,2024-12-09 14:34:00,지진,latest,
139,층간 소음,당시 고딩이었던 나의 광기 (1편),더 좀 키움. (한 피크치기준 3-6db가량) 글케 3주간 잘 듣다가 윗집에서 내려오더라? 자제해달라고 집에서 지진이 난대나 머라나 대충 내로남불. 그러고 밤 9시 이후로 안 뛰게 애색희 간수 잘 하겟다. 합의를 한...,2024-12-09 14:23:00,지진,latest,
140,명조 워더링 웨이브,"음림, 절지는 명함딱이 맞긴 함",협공2돌+파수인명함 카멜3돌이 일순의 꽃 하나만 쳐도 100만씩 박히는데 절지3돌 해준다고 그렇게 강해지진 않음 다만 내가 쓰는 메인딜이 애정캐라 풀돌해주고 더 몰아주고 싶다하면 그때가서 섭딜 돌파 누르면...,2024-12-09 14:23:00,지진,latest,
141,지진,지난7일간 북반구에 몰린 5.7이상 강진8개(24시간6.0↑4개),"지난 7일간 5.7이상 지진 (UTC:202412.02 00:00:00~2024.12.09 23.59:59) 러시아 캄차카(쿠릴)6.1, 알라스카 아닥 6.3-6.3-6.1(3번)→24시간내 6.0이상 네번 ↓IRIS.edu",2024-12-09 14:18:00,지진,latest,
142,숲인방,나타태자 기믹 개맛있네,창을 들고 지진난것처럼 세네번 흔들어야한다,2024-12-09 13:45:00,지진,latest,
143,첼시,근데 다들 그거 느낌?,2대떡 됐을 땐 이걸 ㅅㅂ 했는데 산초 골 들어가는 거 보고 최소 지진 않겠구나 생각 듬 ㅋㅋ,2024-12-09 13:40:00,지진,latest,
